customer_id,customer_name,email,phone,address,total_purchases,total_spent,loyalty_points,average_order_value
C0122,Customer 122,customer122@example.com,9956934165,Address 122,78,5260,4810,141
C0123,Customer 123,customer123@example.com,9992539607,Address 123,92,3499,161,411
C0124,Customer 124,customer124@example.com,9998430664,Address 124,48,6296,3361,340
C0125,Customer 125,customer125@example.com,9981293501,Address 125,74,2145,41,38
C0126,Customer 126,customer126@example.com,9934964022,Address 126,32,6713,4731,124
C0127,Customer 127,customer127@example.com,9954110043,Address 127,60,8761,364,489
C0128,Customer 128,customer128@example.com,9900243750,Address 128,32,4804,3308,455
C0129,Customer 129,customer129@example.com,9927396718,Address 129,23,207,4609,29
C0130,Customer 130,customer130@example.com,9955942100,Address 130,11,394,529,392
C0131,Customer 131,customer131@example.com,9906270147,Address 131,62,2898,1996,197
C0132,Customer 132,customer132@example.com,9936856338,Address 132,8,5117,4401,225
C0133,Customer 133,customer133@example.com,9950494350,Address 133,99,962,640,354
C0134,Customer 134,customer134@example.com,9901494665,Address 134,58,8989,679,228
C0135,Customer 135,customer135@example.com,9944328767,Address 135,43,4227,1863,304
C0136,Customer 136,customer136@example.com,9940038470,Address 136,99,3242,1958,255
C0137,Customer 137,customer137@example.com,9939872672,Address 137,74,4685,3683,476
C0138,Customer 138,customer138@example.com,9921989436,Address 138,73,5463,4390,285
C0139,Customer 139,customer139@example.com,9917794978,Address 139,76,2654,2647,139
C0140,Customer 140,customer140@example.com,9954817418,Address 140,66,3539,1055,121
C0141,Customer 141,customer141@example.com,9963114226,Address 141,35,6844,2575,145
C0142,Customer 142,customer142@example.com,9931812689,Address 142,56,3628,1346,303
C0143,Customer 143,customer143@example.com,9965122875,Address 143,5,3080,329,419
C0144,Customer 144,customer144@example.com,9997496911,Address 144,24,4556,1280,208
C0145,Customer 145,customer145@example.com,9995493142,Address 145,30,4036,2281,374
C0146,Customer 146,customer146@example.com,9925712556,Address 146,26,7712,1320,243
C0147,Customer 147,customer147@example.com,9948777923,Address 147,55,4724,4036,178
C0148,Customer 148,customer148@example.com,9936744649,Address 148,43,4214,4110,31
C0149,Customer 149,customer149@example.com,9939540405,Address 149,7,6870,568,166
C0150,Customer 150,customer150@example.com,9911746599,Address 150,75,3444,4477,255
C0151,Customer 151,customer151@example.com,9956405402,Address 151,78,7693,4188,308
C0152,Customer 152,customer152@example.com,9926840024,Address 152,64,3061,798,477
C0153,Customer 153,customer153@example.com,9984685006,Address 153,39,537,1278,90
C0154,Customer 154,customer154@example.com,9928954113,Address 154,58,224,2402,488
C0155,Customer 155,customer155@example.com,9961934999,Address 155,55,9759,3392,273
C0156,Customer 156,customer156@example.com,9922102299,Address 156,98,4610,1586,383
C0157,Customer 157,customer157@example.com,9923272008,Address 157,71,5947,1127,27
C0158,Customer 158,customer158@example.com,9966426648,Address 158,26,9363,4581,438
C0159,Customer 159,customer159@example.com,9962188713,Address 159,80,5548,752,172
C0160,Customer 160,customer160@example.com,9919649896,Address 160,20,9351,368,225
C0161,Customer 161,customer161@example.com,9934770998,Address 161,49,2465,4343,226
C0162,Customer 162,customer162@example.com,9942309687,Address 162,88,7618,757,487
C0163,Customer 163,customer163@example.com,9957090906,Address 163,7,9874,4381,434
C0164,Customer 164,customer164@example.com,9921606406,Address 164,19,8955,168,354
C0165,Customer 165,customer165@example.com,9935664022,Address 165,96,8458,140,297
C0166,Customer 166,customer166@example.com,9902384675,Address 166,97,8921,1500,54
C0167,Customer 167,customer167@example.com,9910929349,Address 167,89,6419,4588,337
C0168,Customer 168,customer168@example.com,9983348185,Address 168,67,1978,3219,227
C0169,Customer 169,customer169@example.com,9975695433,Address 169,96,8350,2397,70
C0170,Customer 170,customer170@example.com,9997447356,Address 170,56,7689,4476,320
C0171,Customer 171,customer171@example.com,9969178336,Address 171,79,1359,392,403
C0172,Customer 172,customer172@example.com,9929391352,Address 172,67,2813,1936,307
C0173,Customer 173,customer173@example.com,9951327286,Address 173,36,5980,3361,216
C0174,Customer 174,customer174@example.com,9920998528,Address 174,60,7809,1537,172
C0175,Customer 175,customer175@example.com,9902585587,Address 175,32,5727,3857,179
C0176,Customer 176,customer176@example.com,9985245631,Address 176,90,7083,2853,328
C0177,Customer 177,customer177@example.com,9995137240,Address 177,49,6022,3649,168
C0178,Customer 178,customer178@example.com,9988628393,Address 178,24,1422,57,112
C0179,Customer 179,customer179@example.com,9943217025,Address 179,21,9584,3505,119
C0180,Customer 180,customer180@example.com,9943504681,Address 180,81,5868,59,280
C0181,Customer 181,customer181@example.com,9921954968,Address 181,70,5696,810,456
C0182,Customer 182,customer182@example.com,9923028716,Address 182,1,614,4299,133
C0183,Customer 183,customer183@example.com,9963482475,Address 183,82,4546,1126,439
C0184,Customer 184,customer184@example.com,9933547765,Address 184,36,613,4453,346
C0185,Customer 185,customer185@example.com,9938831884,Address 185,24,2839,3137,385
C0186,Customer 186,customer186@example.com,9990547200,Address 186,60,2630,2126,437
C0187,Customer 187,customer187@example.com,9921843446,Address 187,52,1456,4012,395
C0188,Customer 188,customer188@example.com,9953872763,Address 188,93,8548,823,70
C0189,Customer 189,customer189@example.com,9910639593,Address 189,19,9752,3935,94
C0190,Customer 190,customer190@example.com,9975132294,Address 190,77,6141,4674,80
C0191,Customer 191,customer191@example.com,9924949314,Address 191,57,2237,1474,66
C0192,Customer 192,customer192@example.com,9919266778,Address 192,6,8984,1054,204
C0193,Customer 193,customer193@example.com,9935458618,Address 193,83,9530,3958,237
C0194,Customer 194,customer194@example.com,9939147520,Address 194,18,4065,329,403
C0195,Customer 195,customer195@example.com,9947014768,Address 195,70,527,3556,393
C0196,Customer 196,customer196@example.com,9988816826,Address 196,9,383,2262,257
C0197,Customer 197,customer197@example.com,9974740036,Address 197,26,1873,2873,370
C0198,Customer 198,customer198@example.com,9941793007,Address 198,76,6072,4610,52
C0199,Customer 199,customer199@example.com,9996711684,Address 199,43,8597,316,161
C0200,Customer 200,customer200@example.com,9906926888,Address 200,38,5776,3263,376
C0201,Customer 201,customer201@example.com,9908582099,Address 201,56,2522,674,342
C0202,Customer 202,customer202@example.com,9981237322,Address 202,51,4147,2247,105
C0203,Customer 203,customer203@example.com,9967558344,Address 203,18,1495,1720,302
C0204,Customer 204,customer204@example.com,9938337241,Address 204,31,2311,4731,47
C0205,Customer 205,customer205@example.com,9995892839,Address 205,4,8371,4000,266
C0206,Customer 206,customer206@example.com,9970309570,Address 206,85,4804,4108,437
C0207,Customer 207,customer207@example.com,9907952828,Address 207,76,387,678,153
C0208,Customer 208,customer208@example.com,9967451665,Address 208,22,2520,4643,217
C0209,Customer 209,customer209@example.com,9907926642,Address 209,25,8388,804,476
C0210,Customer 210,customer210@example.com,9922560999,Address 210,81,8093,711,404
C0211,Customer 211,customer211@example.com,9984107715,Address 211,13,8142,4337,500
C0212,Customer 212,customer212@example.com,9959309672,Address 212,22,473,1844,317
C0213,Customer 213,customer213@example.com,9902209382,Address 213,2,5657,1786,424
C0214,Customer 214,customer214@example.com,9917965479,Address 214,32,172,2211,91
C0215,Customer 215,customer215@example.com,9938853369,Address 215,54,1075,3114,228
C0216,Customer 216,customer216@example.com,9911772488,Address 216,15,5162,3818,401
C0217,Customer 217,customer217@example.com,9900764470,Address 217,59,8410,3621,194
C0218,Customer 218,customer218@example.com,9983498105,Address 218,40,8631,2324,461
C0219,Customer 219,customer219@example.com,9914706857,Address 219,78,7866,4180,126
C0220,Customer 220,customer220@example.com,9995774895,Address 220,21,9139,1138,48
C0221,Customer 221,customer221@example.com,9933450885,Address 221,46,2689,2439,47
C0222,Customer 222,customer222@example.com,9902351362,Address 222,41,9193,1765,190
C0223,Customer 223,customer223@example.com,9930920331,Address 223,68,3294,4059,248
C0224,Customer 224,customer224@example.com,9987535799,Address 224,11,9426,4285,102
C0225,Customer 225,customer225@example.com,9930037225,Address 225,7,5619,2931,170
C0226,Customer 226,customer226@example.com,9918745698,Address 226,53,7057,3784,179
C0227,Customer 227,customer227@example.com,9931039901,Address 227,86,6690,3389,405
C0228,Customer 228,customer228@example.com,9915859613,Address 228,60,9404,1064,50
C0229,Customer 229,customer229@example.com,9950713694,Address 229,68,9428,4104,471
C0230,Customer 230,customer230@example.com,9934314097,Address 230,14,6615,3181,138
C0231,Customer 231,customer231@example.com,9956270018,Address 231,36,7146,4150,386
C0232,Customer 232,customer232@example.com,9923403195,Address 232,2,5436,635,56
C0233,Customer 233,customer233@example.com,9969074416,Address 233,7,2788,2027,361
C0234,Customer 234,customer234@example.com,9982511812,Address 234,8,2626,1026,365
C0235,Customer 235,customer235@example.com,9973278110,Address 235,33,4946,3265,133
C0236,Customer 236,customer236@example.com,9912587823,Address 236,86,3212,2989,12
C0237,Customer 237,customer237@example.com,9934197616,Address 237,84,2275,1701,489
C0238,Customer 238,customer238@example.com,9955699967,Address 238,42,7586,3794,76
C0239,Customer 239,customer239@example.com,9939857252,Address 239,58,7126,1185,202
C0240,Customer 240,customer240@example.com,9900334459,Address 240,5,6736,1905,222
C0241,Customer 241,customer241@example.com,9970439123,Address 241,46,313,3966,448
C0242,Customer 242,customer242@example.com,9930040140,Address 242,12,6634,638,167
C0243,Customer 243,customer243@example.com,9917965211,Address 243,80,5458,1418,107
C0244,Customer 244,customer244@example.com,9962957232,Address 244,28,8358,4340,458
C0245,Customer 245,customer245@example.com,9904023348,Address 245,62,5026,3618,20
C0246,Customer 246,customer246@example.com,9946795154,Address 246,9,4369,1342,294
C0247,Customer 247,customer247@example.com,9970728749,Address 247,16,1542,4878,491
C0248,Customer 248,customer248@example.com,9964202409,Address 248,21,5148,3983,31
C0249,Customer 249,customer249@example.com,9957235005,Address 249,89,6133,4840,223
C0250,Customer 250,customer250@example.com,9905636603,Address 250,92,3172,3320,15
C0251,Customer 251,customer251@example.com,9939321514,Address 251,72,2361,831,65
C0252,Customer 252,customer252@example.com,9976918587,Address 252,16,8128,259,304
C0253,Customer 253,customer253@example.com,9999581812,Address 253,79,9165,2725,105
C0254,Customer 254,customer254@example.com,9958872809,Address 254,36,7507,2515,174
C0255,Customer 255,customer255@example.com,9934184848,Address 255,94,6750,2398,389
C0256,Customer 256,customer256@example.com,9939999059,Address 256,71,8341,1876,320
C0257,Customer 257,customer257@example.com,9987056308,Address 257,93,882,419,482
C0258,Customer 258,customer258@example.com,9913403829,Address 258,39,6066,4181,424
C0259,Customer 259,customer259@example.com,9979050738,Address 259,53,7966,1770,365
C0260,Customer 260,customer260@example.com,9935739050,Address 260,54,6634,78,398
C0261,Customer 261,customer261@example.com,9986364272,Address 261,49,4114,2490,255
C0262,Customer 262,customer262@example.com,9945140961,Address 262,34,6604,2825,82
C0263,Customer 263,customer263@example.com,9995595542,Address 263,30,6223,4810,280
C0264,Customer 264,customer264@example.com,9974356707,Address 264,98,8300,639,269
C0265,Customer 265,customer265@example.com,9969857966,Address 265,45,4067,3781,410
C0266,Customer 266,customer266@example.com,9995129131,Address 266,98,5400,291,116
C0267,Customer 267,customer267@example.com,9916812748,Address 267,5,2292,3441,325
C0268,Customer 268,customer268@example.com,9919357227,Address 268,16,178,3517,488
C0269,Customer 269,customer269@example.com,9997310741,Address 269,49,4832,1621,119
C0270,Customer 270,customer270@example.com,9983549826,Address 270,33,6478,1213,362
C0271,Customer 271,customer271@example.com,9927810243,Address 271,94,786,3414,471
C0272,Customer 272,customer272@example.com,9916861762,Address 272,77,3148,4695,462
C0273,Customer 273,customer273@example.com,9913455855,Address 273,15,9582,576,240
C0274,Customer 274,customer274@example.com,9903670442,Address 274,4,3076,2729,128
C0275,Customer 275,customer275@example.com,9948777085,Address 275,72,1812,3227,145
C0276,Customer 276,customer276@example.com,9928146121,Address 276,65,1226,4464,256
C0277,Customer 277,customer277@example.com,9919700778,Address 277,28,9722,3867,381
C0278,Customer 278,customer278@example.com,9995874678,Address 278,61,6493,1002,436
C0279,Customer 279,customer279@example.com,9993778188,Address 279,89,5376,1329,489
C0280,Customer 280,customer280@example.com,9973749031,Address 280,24,7255,1303,397
C0281,Customer 281,customer281@example.com,9904918488,Address 281,45,9975,1573,325
C0282,Customer 282,customer282@example.com,9967537236,Address 282,75,3122,3528,405
C0283,Customer 283,customer283@example.com,9981748516,Address 283,39,7816,3127,29
C0284,Customer 284,customer284@example.com,9945729917,Address 284,10,2602,3553,397
C0285,Customer 285,customer285@example.com,9978391913,Address 285,31,3376,1458,44
C0286,Customer 286,customer286@example.com,9943520261,Address 286,30,1344,3108,330
C0287,Customer 287,customer287@example.com,9918206777,Address 287,50,8631,4600,210
C0288,Customer 288,customer288@example.com,9979496533,Address 288,36,3519,3793,23
C0289,Customer 289,customer289@example.com,9916715413,Address 289,49,6681,4001,64
C0290,Customer 290,customer290@example.com,9919455286,Address 290,33,3714,3203,83
C0291,Customer 291,customer291@example.com,9961702677,Address 291,65,4176,384,122
C0292,Customer 292,customer292@example.com,9963423780,Address 292,9,492,4907,133
C0293,Customer 293,customer293@example.com,9944217476,Address 293,4,268,2063,406
C0294,Customer 294,customer294@example.com,9991178810,Address 294,44,7301,1134,281
C0295,Customer 295,customer295@example.com,9906685080,Address 295,86,6731,2452,286
C0296,Customer 296,customer296@example.com,9970930320,Address 296,71,6859,677,119
C0297,Customer 297,customer297@example.com,9927824168,Address 297,28,7720,2688,61
C0298,Customer 298,customer298@example.com,9981589045,Address 298,50,7934,1608,498
C0299,Customer 299,customer299@example.com,9908351871,Address 299,15,3860,1067,394
C0300,Customer 300,customer300@example.com,9972098828,Address 300,39,9050,604,54
C0301,Customer 301,customer301@example.com,9923929263,Address 301,85,3043,302,34
C0302,Customer 302,customer302@example.com,9996358718,Address 302,47,188,1584,219
C0303,Customer 303,customer303@example.com,9913029698,Address 303,29,1820,1970,319
C0304,Customer 304,customer304@example.com,9951979421,Address 304,31,2324,1300,75
C0305,Customer 305,customer305@example.com,9933827683,Address 305,36,3210,4689,264
C0306,Customer 306,customer306@example.com,9961153310,Address 306,99,9560,3634,126
C0307,Customer 307,customer307@example.com,9982926398,Address 307,84,6032,4996,375
C0308,Customer 308,customer308@example.com,9935186372,Address 308,30,266,1681,47
C0309,Customer 309,customer309@example.com,9974884179,Address 309,31,2689,754,230
C0310,Customer 310,customer310@example.com,9947247704,Address 310,86,8601,4000,87
C0311,Customer 311,customer311@example.com,9949107779,Address 311,85,583,3975,458
C0312,Customer 312,customer312@example.com,9924342387,Address 312,41,5340,1313,245
C0313,Customer 313,customer313@example.com,9917750406,Address 313,56,4762,3257,499
C0314,Customer 314,customer314@example.com,9976531689,Address 314,31,4045,2814,185
C0315,Customer 315,customer315@example.com,9916936085,Address 315,20,664,4596,143
C0316,Customer 316,customer316@example.com,9979502766,Address 316,76,1592,2871,204
C0317,Customer 317,customer317@example.com,9982933452,Address 317,47,7809,1881,424
C0318,Customer 318,customer318@example.com,9979078368,Address 318,81,484,3386,187
C0319,Customer 319,customer319@example.com,9994718867,Address 319,21,4557,3013,104
C0320,Customer 320,customer320@example.com,9987630866,Address 320,82,7976,1174,71
C0321,Customer 321,customer321@example.com,9939395352,Address 321,12,3567,4663,127
C0322,Customer 322,customer322@example.com,9980967451,Address 322,69,1988,1910,87
C0323,Customer 323,customer323@example.com,9926590180,Address 323,46,3460,4655,473
C0324,Customer 324,customer324@example.com,9982452742,Address 324,28,3591,754,237
C0325,Customer 325,customer325@example.com,9943685373,Address 325,11,339,1209,211
C0326,Customer 326,customer326@example.com,9963078612,Address 326,57,2914,388,402
C0327,Customer 327,customer327@example.com,9991542499,Address 327,82,300,830,301
C0328,Customer 328,customer328@example.com,9964240353,Address 328,85,6494,2499,462
C0329,Customer 329,customer329@example.com,9934628556,Address 329,83,7815,1841,215
C0330,Customer 330,customer330@example.com,9906522151,Address 330,98,2461,385,493
C0331,Customer 331,customer331@example.com,9998018858,Address 331,71,2764,4227,315
C0332,Customer 332,customer332@example.com,9953431432,Address 332,66,4933,2805,302
C0333,Customer 333,customer333@example.com,9999643731,Address 333,32,2556,3421,326
C0334,Customer 334,customer334@example.com,9901242918,Address 334,28,5772,503,244
C0335,Customer 335,customer335@example.com,9985503659,Address 335,78,3366,897,400
C0336,Customer 336,customer336@example.com,9950470069,Address 336,12,2764,761,185
C0337,Customer 337,customer337@example.com,9956169148,Address 337,37,8685,2252,13
C0338,Customer 338,customer338@example.com,9921100517,Address 338,1,5463,3388,223
C0339,Customer 339,customer339@example.com,9944696993,Address 339,93,2769,2540,79
C0340,Customer 340,customer340@example.com,9965863304,Address 340,19,7702,1264,296
C0341,Customer 341,customer341@example.com,9966912686,Address 341,62,1952,3275,169
C0342,Customer 342,customer342@example.com,9930320500,Address 342,26,3497,2137,367
C0343,Customer 343,customer343@example.com,9900268015,Address 343,85,490,2736,317
C0344,Customer 344,customer344@example.com,9996096305,Address 344,42,7347,2124,399
C0345,Customer 345,customer345@example.com,9909594847,Address 345,23,8899,1733,476
C0346,Customer 346,customer346@example.com,9920151094,Address 346,94,6551,3344,357
C0347,Customer 347,customer347@example.com,9949656235,Address 347,99,1662,3270,167
C0348,Customer 348,customer348@example.com,9989802970,Address 348,43,8319,4028,203
C0349,Customer 349,customer349@example.com,9998424016,Address 349,84,4741,1224,240
C0350,Customer 350,customer350@example.com,9922826084,Address 350,66,6368,519,165
C0351,Customer 351,customer351@example.com,9942807866,Address 351,90,8944,4435,39
C0352,Customer 352,customer352@example.com,9913794593,Address 352,39,4333,892,149
C0353,Customer 353,customer353@example.com,9903790404,Address 353,36,4003,1871,295
C0354,Customer 354,customer354@example.com,9917376673,Address 354,85,8879,465,194
C0355,Customer 355,customer355@example.com,9976592342,Address 355,16,5930,1474,247
C0356,Customer 356,customer356@example.com,9905446169,Address 356,40,9012,4449,45
C0357,Customer 357,customer357@example.com,9968126201,Address 357,21,3682,1960,391
C0358,Customer 358,customer358@example.com,9917992210,Address 358,94,5254,3992,478
C0359,Customer 359,customer359@example.com,9967650275,Address 359,89,5614,3306,396
C0360,Customer 360,customer360@example.com,9990107669,Address 360,2,6048,1938,134
C0361,Customer 361,customer361@example.com,9983236263,Address 361,76,4477,3030,341
C0362,Customer 362,customer362@example.com,9920890636,Address 362,29,6452,1612,318
C0363,Customer 363,customer363@example.com,9918912399,Address 363,80,9577,3909,55
C0364,Customer 364,customer364@example.com,9953240489,Address 364,89,702,2706,350
C0365,Customer 365,customer365@example.com,9955730489,Address 365,95,3823,1119,65
C0366,Customer 366,customer366@example.com,9929425930,Address 366,38,5411,1010,462
C0367,Customer 367,customer367@example.com,9955308413,Address 367,46,4728,312,160
C0368,Customer 368,customer368@example.com,9947765351,Address 368,81,5972,3539,311
C0369,Customer 369,customer369@example.com,9930838883,Address 369,85,8596,3880,65
